SCH-011	נפרולוגיה ודיאליזה	שניידר	רפואה פנימית	12		TRUE
SCH-012	גסטרואנטרולוגיה	שניידר	רפואה פנימית	10		TRUE
SCH-013	אנדוקרינולוגיה	שניידר	רפואה פנימית	8		TRUE
SCH-014	התערבות במשבר	שניידר	בריאות הנפש	8		TRUE
SCH-015	אשפוז יום	שניידר	שירותי תמיכה	12		TRUE
SCH-016	מיון	שניידר	רפואה דחופה	14		TRUE
CRM-001	פנימית א'	כרמל	רפואה פנימית	34		TRUE
CRM-002	פנימית ב'	כרמל	רפואה פנימית	32		TRUE
CRM-003	פנימית ג'	כרמל	רפואה פנימית	30		TRUE
CRM-004	כירורגיה א'	כרמל	כירורגיה	32		TRUE
CRM-005	כירורגיה ב'	כרמל	כירורגיה	30		TRUE
CRM-006	כירורגיה פלסטית	כרמל	כירורגיה	16		TRUE
CRM-007	כירורגיית כלי דם	כרמל	כירורגיה	18		TRUE
CRM-008	אורתופדיה	כרמל	כירורגיה	34		TRUE
CRM-009	אורולוגיה	כרמל	כירורגיה	24		TRUE
CRM-010	אף אוזן גרון	כרמל	כירורגיה	20		TRUE
CRM-011	עיניים	כרמל	כירורגיה	16		TRUE
CRM-012	ניתוחי לב וחזה	כרמל	כירורגיה	22		TRUE
CRM-013	פה ולסת	כרמל	כירורגיה	10		TRUE
CRM-014	ילדים	כרמל	ילדים	28		TRUE
CRM-015	פגים	כרמל	טיפול נמרץ	20		TRUE
CRM-016	מיילדות וגניקולוגיה	כרמל	נשים ויולדות	34		TRUE
CRM-017	טיפול נמרץ כללי	כרמל	טיפול נמרץ	16		TRUE
CRM-018	טיפול נמרץ לב	כרמל	טיפול נמרץ	10		TRUE
CRM-019	טיפול נמרץ ילודים	כרמל	טיפול נמרץ	14		TRUE
CRM-020	אונקולוגיה	כרמל	אונקולוגיה	28		TRUE
CRM-021	המטולוגיה	כרמל	אונקולוגיה	22		TRUE
CRM-022	קרדיולוגיה	כרמל	לב	30		TRUE
CRM-023	נוירולוגיה	כרמל	נוירולוגיה	26		TRUE
CRM-024	נפרולוגיה	כרמל	רפואה פנימית	20		TRUE
CRM-025	גסטרואנטרולוגיה	כרמל	רפואה פנימית	18		TRUE
CRM-026	גריאטריה	כרמל	רפואה פנימית	24		TRUE
CRM-027	מחלות זיהומיות	כרמל	רפואה פנימית	16		TRUE
CRM-028	ריאות	כרמל	רפואה פנימית	18		TRUE
CRM-029	מיון	כרמל	רפואה דחופה	24		TRUE
EMK-001	פנימית א'	העמק	רפואה פנימית	32		TRUE
EMK-002	פנימית ג'	העמק	רפואה פנימית	28		TRUE
EMK-003	פנימית ד'	העמק	רפואה פנימית	26		TRUE
EMK-004	פנימית ה'	העמק	רפואה פנימית	24		TRUE
EMK-005	כירורגיה א'	העמק	כירורגיה	30		TRUE
EMK-006	כירורגיה ב'	העמק	כירורגיה	28		TRUE
EMK-007	כירורגיית כלי דם	העמק	כירורגיה	16		TRUE
EMK-008	כירורגיה פלסטית	העמק	כירורגיה	10		TRUE
EMK-009	אורתופדיה	העמק	כירורגיה	32		TRUE
EMK-010	אורולוגיה	העמק	כירורגיה	22		TRUE
EMK-011	אף אוזן גרון	העמק	כירורגיה	18		TRUE
EMK-012	עיניים	העמק	כירורגיה	14		TRUE
EMK-013	ילדים א'	העמק	ילדים	26		TRUE
EMK-014	ילדים ב'	העמק	ילדים	24		TRUE
EMK-015	טיפול נמרץ ילדים	העמק	טיפול נמרץ	10		TRUE
EMK-016	טיפול נמרץ פגים וילודים	העמק	טיפול נמרץ	16		TRUE
EMK-017	גניקולוגיה אונקולוגית	העמק	נשים ויולדות	20		TRUE
EMK-018	רפואת אם ועובר	העמק	נשים ויולדות	22		TRUE
EMK-019	טיפול נמרץ כללי	העמק	טיפול נמרץ	14		TRUE
EMK-020	אונקולוגיה	העמק	אונקולוגיה	24		TRUE
EMK-021	המטולוגיה	העמק	אונקולוגיה	16		TRUE
EMK-022	קרדיולוגיה	העמק	לב	26		TRUE
EMK-023	נוירולוגיה	העמק	נוירולוגיה	22		TRUE
EMK-024	עור	העמק	רפואה פנימית	12		TRUE
EMK-025	פסיכיאטריה	העמק	בריאות הנפש	20		TRUE
EMK-026	אנדוקרינולוגיה ילדים	העמק	ילדים	10		TRUE
EMK-027	מיון	העמק	רפואה דחופה	22		TRUE
EMK-028	מיון ילדים	העמק	רפואה דחופה	12		TRUE
MER-001	פנימית א'	מאיר	רפואה פנימית	32		TRUE
MER-002	פנימית ב'	מאיר	רפואה פנימית	30		TRUE
MER-003	פנימית ג'	מאיר	רפואה פנימית	28		TRUE
MER-004	פנימית ד'	מאיר	רפואה פנימית	26		TRUE
MER-005	פנימית ה'	מאיר	רפואה פנימית	24		TRUE
MER-006	כירורגיה א'	מאיר	כירורגיה	32		TRUE
MER-007	כירורגיה ב'	מאיר	כירורגיה	30		TRUE
MER-008	כירורגיה פלסטית	מאיר	כירורגיה	14		TRUE
MER-009	כירורגיית כלי דם	מאיר	כירורגיה	18		TRUE
MER-010	אורתופדיה	מאיר	כירורגיה	34		TRUE
MER-011	אורולוגיה	מאיר	כירורגיה	24		TRUE
MER-012	אף אוזן גרון	מאיר	כירורגיה	20		TRUE
MER-013	עיניים	מאיר	כירורגיה	16		TRUE
MER-014	פה ולסת	מאיר	כירורגיה	10		TRUE
MER-015	ילדים	מאיר	ילדים	28		TRUE
MER-016	ילדים כירורגיה	מאיר	ילדים	18		TRUE
MER-017	טיפול נמרץ ילדים	מאיר	טיפול נמרץ	10		TRUE
MER-018	ילודים ופגייה	מאיר	טיפול נמרץ	22		TRUE
MER-019	גניקולוגיה ומיילדות	מאיר	נשים ויולדות	30		TRUE
MER-020	יולדות	מאיר	נשים ויולדות	24		TRUE
MER-021	טיפול נמרץ כללי	מאיר	טיפול נמרץ	16		TRUE
MER-022	אונקולוגיה	מאיר	אונקולוגיה	28		TRUE
MER-023	המטולוגיה	מאיר	אונקולוגיה	20		TRUE
MER-024	קרדיולוגיה	מאיר	לב	30		TRUE
MER-025	נוירולוגיה	מאיר	נוירולוגיה	24		TRUE
MER-026	נפרולוגיה	מאיר	רפואה פנימית	18		TRUE
MER-027	ריאות	מאיר	רפואה פנימית	20		TRUE
MER-028	גסטרואנטרולוגיה	מאיר	רפואה פנימית	18		TRUE
MER-029	גריאטריה	מאיר	רפואה פנימית	24		TRUE
MER-030	מחלות זיהומיות	מאיר	רפואה פנימית	14		TRUE
MER-031	עור	מאיר	רפואה פנימית	10		TRUE
MER-032	מיון	מאיר	רפואה דחופה	26		TRUE
MER-033	מיון ילדים	מאיר	רפואה דחופה	12		TRUE
KAP-001	פנימית א'	קפלן	רפואה פנימית	32		TRUE
KAP-002	פנימית ב'	קפלן	רפואה פנימית	30		TRUE
KAP-003	פנימית ג'	קפלן	רפואה פנימית	28		TRUE
KAP-004	פנימית ד'	קפלן	רפואה פנימית	26		TRUE
KAP-005	כירורגיה אלקטיבית	קפלן	כירורגיה	30		TRUE
KAP-006	כירורגיה דחופה וטראומה	קפלן	כירורגיה	28		TRUE
KAP-007	כירורגיה של היד	קפלן	כירורגיה	12		TRUE
KAP-008	אורתופדיה	קפלן	כירורגיה	34		TRUE
KAP-009	אורולוגיה	קפלן	כירורגיה	24		TRUE
KAP-010	אף-אוזן-גרון	קפלן	כירורגיה	18		TRUE
KAP-011	עיניים	קפלן	כירורגיה	14		TRUE
KAP-012	פה ולסת	קפלן	כירורגיה	8		TRUE
KAP-013	ילדים - פנימי	קפלן	ילדים	24		TRUE
KAP-014	ילדים - כירורגי	קפלן	ילדים	20		TRUE
KAP-015	טיפול נמרץ ילדים	קפלן	טיפול נמרץ	10		TRUE
KAP-016	נשים	קפלן	נשים ויולדות	26		TRUE
KAP-017	יולדות	קפלן	נשים ויולדות	28		TRUE
KAP-018	טיפול נמרץ כללי	קפלן	טיפול נמרץ	16		TRUE
KAP-019	טיפול נמרץ לב	קפלן	טיפול נמרץ	10		TRUE
KAP-020	אונקולוגיה	קפלן	אונקולוגיה	24		TRUE
KAP-021	קרדיולוגיה	קפלן	לב	28		TRUE
KAP-022	נוירולוגיה	קפלן	נוירולוגיה	24		TRUE
KAP-023	גסטרואנטרולוגיה	קפלן	רפואה פנימית	18		TRUE
KAP-024	מחלות זיהומיות	קפלן	רפואה פנימית	16		TRUE
KAP-025	אנדוקרינולוגיה	קפלן	רפואה פנימית	14		TRUE
KAP-026	פסיכיאטריה יום	קפלן	בריאות הנפש	16		TRUE
KAP-027	טראומה	קפלן	רפואה דחופה	18		TRUE
KAP-028	מיון	קפלן	רפואה דחופה	24		TRUE
KAP-029	מיון ילדים	קפלן	רפואה דחופה	12		TRUE
YOS-001	פנימית	יוספטל	רפואה פנימית	30		TRUE
YOS-002	כירורגיה	יוספטל	כירורגיה	22		TRUE
YOS-003	ילדים	יוספטל	ילדים	16		TRUE
YOS-004	יולדות	יוספטל	נשים ויולדות	14		TRUE
YOS-005	נשים	יוספטל	נשים ויולדות	12		TRUE
YOS-006	טיפול נמרץ	יוספטל	טיפול נמרץ	8		TRUE
YOS-007	יילודים	יוספטל	טיפול נמרץ	8		TRUE
YOS-008	אשפוז יום אונקולוגי	יוספטל	אונקולוגיה	8		TRUE
YOS-009	אורולוגיה ואורתופדיה	יוספטל	כירורגיה	16		TRUE
YOS-010	אף-אוזן-גרון	יוספטל	כירורגיה	8		TRUE
YOS-011	מיון	יוספטל	רפואה דחופה	14		TRUE
GHA-001	מחלקה א' (סגורה)	גהה	בריאות הנפש	30		TRUE
GHA-002	מחלקה ב' (פתוחה)	גהה	בריאות הנפש	28		TRUE
GHA-003	מחלקה ג' (סגורה)	גהה	בריאות הנפש	30		TRUE
GHA-004	מחלקה ד' (ילדים ונוער)	גהה	בריאות הנפש	20		TRUE
GHA-005	מחלקה ה' (פתוחה)	גהה	בריאות הנפש	26		TRUE
GHA-006	פסיכוגריאטריה	גהה	בריאות הנפש	24		TRUE
GHA-007	אשפוז יום מבוגרים	גהה	בריאות הנפש	20		TRUE
GHA-008	אשפוז יום נוער	גהה	בריאות הנפש	12		TRUE
GHA-009	מיון פסיכיאטרי	גהה	רפואה דחופה	8		TRUE
SHV-001	מחלקה א' (סגורה)	שלוותה	בריאות הנפש	28		TRUE
SHV-002	מחלקה ב' (פתוחה)	שלוותה	בריאות הנפש	26		TRUE
SHV-003	מחלקה ג' (סגורה)	שלוותה	בריאות הנפש	28		TRUE
SHV-004	מחלקה ד' (נוער)	שלוותה	בריאות הנפש	18		TRUE
SHV-005	מחלקה ה' (סגורה)	שלוותה	בריאות הנפש	26		TRUE
SHV-006	אשפוז יום	שלוותה	בריאות הנפש	20		TRUE
SHV-007	טיפול יום אינטנסיבי	שלוותה	בריאות הנפש	16		TRUE
SHV-008	מיון והשהיה	שלוותה	רפואה דחופה	8		TRUE
LOW-001	שיקום שדרה	לוינשטיין	שיקום	40		TRUE
LOW-002	שיקום אורתופדי	לוינשטיין	שיקום	36		TRUE
LOW-003	שיקום חבלות מוח	לוינשטיין	שיקום	34		TRUE
LOW-004	שיקום נוירולוגי ב'	לוינשטיין	שיקום	30		TRUE
LOW-005	שיקום מוחי ג'	לוינשטיין	שיקום	28		TRUE
LOW-006	שיקום ילדים ונוער	לוינשטיין	שיקום	24		TRUE
LOW-007	טיפול נמרץ שיקום ההכרה	לוינשטיין	טיפול נמרץ	12		TRUE
LOW-008	אשפוז יום	לוינשטיין	שיקום	20		TRUE
BRV-001	גריאטריה א'	בית רבקה	רפואה פנימית	36		TRUE
BRV-002	גריאטריה ב'	בית רבקה	רפואה פנימית	34		TRUE
BRV-003	גריאטריה ג'	בית רבקה	רפואה פנימית	32		TRUE
BRV-004	סיעודית	בית רבקה	רפואה פנימית	40		TRUE
BRV-005	אשפוז יום גריאטרי	בית רבקה	רפואה פנימית	16		TRUE
HRZ-001	גריאטריה א'	הרצפלד	רפואה פנימית	34		TRUE
HRZ-002	גריאטריה ב'	הרצפלד	רפואה פנימית	32		TRUE
HRZ-003	סיעודית	הרצפלד	רפואה פנימית	38		TRUE
HRZ-004	שיקום גריאטרי	הרצפלד	שיקום	30		TRUE
HRZ-005	אשפוז יום	הרצפלד	רפואה פנימית	14		TRUE
